experiment,cell_id,before_score,candidate_after_score,after_score,before_type,candidate_after_type,after_type,accepted,decision,improvement,raw_candidate_improvement,patch_size,retry_diameter,x0,x1,y0,y1
larger_patch150_diam20,cell_21,0.1034453482541205,0.10337423671080853,0.1034453482541205,pericyte,endothelial cell of artery,pericyte,False,rejected_no_improvement,0.0,-7.111154331196357e-05,150,20,7.0,157.0,39.0,189.0
larger_patch150_diam20,cell_24,0.0532108560350025,0.05321085603500256,0.05321085603500256,fibroblast,fibroblast,fibroblast,True,accepted_improved,5.551115123125783e-17,5.551115123125783e-17,150,20,377.0,512.0,69.0,219.0
larger_patch150_diam20,cell_26,0.1532493019981955,0.148525222486577,0.1532493019981955,vein endothelial cell,endothelial cell,vein endothelial cell,False,rejected_no_improvement,0.0,-0.00472407951161849,150,20,107.0,257.0,85.0,235.0
larger_patch150_diam20,cell_27,0.148764258736804,0.15187161343923455,0.15187161343923455,endothelial cell,endothelial cell,endothelial cell,True,accepted_improved,0.0031073547024305648,0.0031073547024305648,150,20,235.0,385.0,81.0,231.0
larger_patch150_diam20,cell_30,0.1271533199283328,0.1265143687288796,0.1271533199283328,vein endothelial cell,vein endothelial cell,vein endothelial cell,False,rejected_no_improvement,0.0,-0.0006389511994531749,150,20,151.0,301.0,84.0,234.0
larger_patch150_diam20,cell_34,0.1053436299485385,0.09876510689763879,0.1053436299485385,fibroblast,fibroblast,fibroblast,False,rejected_no_improvement,0.0,-0.006578523050899718,150,20,104.0,254.0,148.0,298.0
larger_patch150_diam20,cell_36,0.0472189885016028,0.04721898850160289,0.04721898850160289,endothelial cell,endothelial cell,endothelial cell,True,accepted_improved,9.020562075079397e-17,9.020562075079397e-17,150,20,369.0,512.0,156.0,306.0
larger_patch150_diam20,cell_40,0.041225019789599,0.04122501978959905,0.04122501978959905,vein endothelial cell,vein endothelial cell,vein endothelial cell,True,accepted_improved,4.85722573273506e-17,4.85722573273506e-17,150,20,209.0,359.0,176.0,326.0
larger_patch150_diam20,cell_41,0.0202000895389495,0.012527503899770158,0.0202000895389495,endothelial cell of vascular tree,endothelial cell of vascular tree,endothelial cell of vascular tree,False,rejected_no_improvement,0.0,-0.007672585639179342,150,20,17.0,167.0,170.0,320.0
larger_patch150_diam20,cell_42,0.1262376647762303,0.12859427476775473,0.12859427476775473,fibroblast,fibroblast,fibroblast,True,accepted_improved,0.0023566099915244276,0.0023566099915244276,150,20,92.0,242.0,193.0,343.0
larger_patch150_diam20,cell_43,0.0629260171600307,0.04858014433679601,0.0629260171600307,myofibroblast cell,myofibroblast cell,myofibroblast cell,False,rejected_no_improvement,0.0,-0.014345872823234684,150,20,28.0,178.0,202.0,352.0
larger_patch150_diam20,cell_44,0.1511632590975457,0.15203150667057222,0.15203150667057222,endothelial cell,endothelial cell,endothelial cell,True,accepted_improved,0.0008682475730265315,0.0008682475730265315,150,20,152.0,302.0,205.0,355.0
larger_patch150_diam20,cell_47,0.0458167835453407,0.04658550055320192,0.04658550055320192,pericyte,pericyte,pericyte,True,accepted_improved,0.0007687170078612138,0.0007687170078612138,150,20,0.0,143.0,230.0,380.0
larger_patch150_diam20,cell_49,0.0729621414774816,0.07409558971102129,0.07409558971102129,endothelial cell of vascular tree,endothelial cell of vascular tree,endothelial cell of vascular tree,True,accepted_improved,0.0011334482335396828,0.0011334482335396828,150,20,170.0,320.0,241.0,391.0
larger_patch150_diam20,cell_51,0.0327025555475852,0.03352905504079777,0.03352905504079777,endothelial cell of artery,endothelial cell of artery,endothelial cell of artery,True,accepted_improved,0.0008264994932125694,0.0008264994932125694,150,20,59.0,209.0,258.0,408.0
larger_patch150_diam20,cell_52,0.0624011271042214,0.059346371183170495,0.0624011271042214,vein endothelial cell,vein endothelial cell,vein endothelial cell,False,rejected_no_improvement,0.0,-0.0030547559210509084,150,20,346.0,496.0,253.0,403.0
larger_patch150_diam20,cell_55,0.1083580547439464,0.10771671064802474,0.1083580547439464,endothelial cell,endothelial cell,endothelial cell,False,rejected_no_improvement,0.0,-0.0006413440959216615,150,20,288.0,438.0,272.0,422.0
larger_patch150_diam20,cell_57,0.0745215101836409,0.0745215101836409,0.0745215101836409,fibroblast,fibroblast,fibroblast,False,rejected_no_center_cell,0.0,0.0,150,20,0.0,114.0,271.0,421.0
larger_patch150_diam20,cell_58,0.0631681518582719,0.06214727231062937,0.0631681518582719,pericyte,pericyte,pericyte,False,rejected_no_improvement,0.0,-0.0010208795476425309,150,20,0.0,145.0,281.0,431.0
larger_patch150_diam20,cell_59,0.0833066489889737,0.08321391214493529,0.0833066489889737,endothelial cell of artery,vein endothelial cell,endothelial cell of artery,False,rejected_no_improvement,0.0,-9.273684403841853e-05,150,20,192.0,342.0,301.0,451.0
larger_patch150_diam20,cell_60,0.0628641668365634,0.06312292671629113,0.06312292671629113,vein endothelial cell,vein endothelial cell,vein endothelial cell,True,accepted_improved,0.0002587598797277324,0.0002587598797277324,150,20,356.0,506.0,302.0,452.0
larger_patch150_diam20,cell_66,0.0442149098188269,0.04459500420517076,0.04459500420517076,myofibroblast cell,myofibroblast cell,myofibroblast cell,True,accepted_improved,0.0003800943863438641,0.0003800943863438641,150,20,2.0,152.0,329.0,479.0
larger_patch150_diam20,cell_68,0.1155431198932664,0.11594919692264898,0.11594919692264898,endothelial cell,endothelial cell,endothelial cell,True,accepted_improved,0.0004060770293825705,0.0004060770293825705,150,20,197.0,347.0,344.0,494.0
larger_patch150_diam20,cell_70,0.0759052157199364,0.07642743379374847,0.07642743379374847,fibroblast,fibroblast,fibroblast,True,accepted_improved,0.0005222180738120724,0.0005222180738120724,150,20,379.0,512.0,362.0,512.0
larger_patch150_diam20,cell_71,0.0175995268969758,0.0175995268969758,0.0175995268969758,endothelial cell of artery,endothelial cell of artery,endothelial cell of artery,False,rejected_no_center_cell,0.0,0.0,150,20,0.0,77.0,353.0,503.0
larger_patch150_diam20,cell_72,0.0165240914782142,0.001848452377251596,0.0165240914782142,endothelial cell of vascular tree,endothelial cell of vascular tree,endothelial cell of vascular tree,False,rejected_no_improvement,0.0,-0.014675639100962602,150,20,30.0,180.0,356.0,506.0
larger_patch150_diam20,cell_74,0.1418187939170209,0.1418187939170207,0.1418187939170209,vein endothelial cell,vein endothelial cell,vein endothelial cell,False,rejected_no_improvement,0.0,-1.942890293094024e-16,150,20,301.0,451.0,380.0,512.0
larger_patch150_diam20,cell_75,0.0701086162270894,0.0701086162270894,0.0701086162270894,fibroblast,fibroblast,fibroblast,False,rejected_no_center_cell,0.0,0.0,150,20,192.0,342.0,391.0,512.0
larger_patch150_diam20,cell_78,0.1293241248398163,0.1293241248398163,0.1293241248398163,endothelial cell,endothelial cell,endothelial cell,False,rejected_no_center_cell,0.0,0.0,150,20,245.0,395.0,413.0,512.0
larger_patch150_diam20,cell_82,0.0353198236182543,0.0353198236182543,0.0353198236182543,endothelial cell of artery,endothelial cell of artery,endothelial cell of artery,False,rejected_no_center_cell,0.0,0.0,150,20,0.0,144.0,429.0,512.0
worst25_patch150_diam20,cell_6,0.0101603804434826,0.0101603804434826,0.0101603804434826,vascular associated smooth muscle cell,vascular associated smooth muscle cell,vascular associated smooth muscle cell,False,rejected_no_center_cell,0.0,0.0,150,20,429.0,512.0,0.0,82.0
worst25_patch150_diam20,cell_10,0.0332263707601387,0.0332263707601387,0.0332263707601387,pericyte,pericyte,pericyte,False,rejected_no_center_cell,0.0,0.0,150,20,412.0,512.0,0.0,108.0
worst25_patch150_diam20,cell_11,0.0747488540346365,0.0747488540346365,0.0747488540346365,vein endothelial cell,vein endothelial cell,vein endothelial cell,False,rejected_no_center_cell,0.0,0.0,150,20,429.0,512.0,0.0,117.0
worst25_patch150_diam20,cell_24,0.0532108560350025,0.05321085603500256,0.05321085603500256,fibroblast,fibroblast,fibroblast,True,accepted_improved,5.551115123125783e-17,5.551115123125783e-17,150,20,377.0,512.0,69.0,219.0
worst25_patch150_diam20,cell_36,0.0472189885016028,0.04721898850160289,0.04721898850160289,endothelial cell,endothelial cell,endothelial cell,True,accepted_improved,9.020562075079397e-17,9.020562075079397e-17,150,20,369.0,512.0,156.0,306.0
worst25_patch150_diam20,cell_40,0.041225019789599,0.04122501978959905,0.04122501978959905,vein endothelial cell,vein endothelial cell,vein endothelial cell,True,accepted_improved,4.85722573273506e-17,4.85722573273506e-17,150,20,209.0,359.0,176.0,326.0
worst25_patch150_diam20,cell_41,0.0202000895389495,0.012527503899770158,0.0202000895389495,endothelial cell of vascular tree,endothelial cell of vascular tree,endothelial cell of vascular tree,False,rejected_no_improvement,0.0,-0.007672585639179342,150,20,17.0,167.0,170.0,320.0
worst25_patch150_diam20,cell_43,0.0629260171600307,0.04858014433679601,0.0629260171600307,myofibroblast cell,myofibroblast cell,myofibroblast cell,False,rejected_no_improvement,0.0,-0.014345872823234684,150,20,28.0,178.0,202.0,352.0
worst25_patch150_diam20,cell_47,0.0458167835453407,0.04658550055320192,0.04658550055320192,pericyte,pericyte,pericyte,True,accepted_improved,0.0007687170078612138,0.0007687170078612138,150,20,0.0,143.0,230.0,380.0
worst25_patch150_diam20,cell_49,0.0729621414774816,0.07409558971102129,0.07409558971102129,endothelial cell of vascular tree,endothelial cell of vascular tree,endothelial cell of vascular tree,True,accepted_improved,0.0011334482335396828,0.0011334482335396828,150,20,170.0,320.0,241.0,391.0
worst25_patch150_diam20,cell_51,0.0327025555475852,0.03352905504079777,0.03352905504079777,endothelial cell of artery,endothelial cell of artery,endothelial cell of artery,True,accepted_improved,0.0008264994932125694,0.0008264994932125694,150,20,59.0,209.0,258.0,408.0
worst25_patch150_diam20,cell_52,0.0624011271042214,0.059346371183170495,0.0624011271042214,vein endothelial cell,vein endothelial cell,vein endothelial cell,False,rejected_no_improvement,0.0,-0.0030547559210509084,150,20,346.0,496.0,253.0,403.0
worst25_patch150_diam20,cell_57,0.0745215101836409,0.0745215101836409,0.0745215101836409,fibroblast,fibroblast,fibroblast,False,rejected_no_center_cell,0.0,0.0,150,20,0.0,114.0,271.0,421.0
worst25_patch150_diam20,cell_58,0.0631681518582719,0.06214727231062937,0.0631681518582719,pericyte,pericyte,pericyte,False,rejected_no_improvement,0.0,-0.0010208795476425309,150,20,0.0,145.0,281.0,431.0
worst25_patch150_diam20,cell_60,0.0628641668365634,0.06312292671629113,0.06312292671629113,vein endothelial cell,vein endothelial cell,vein endothelial cell,True,accepted_improved,0.0002587598797277324,0.0002587598797277324,150,20,356.0,506.0,302.0,452.0
worst25_patch150_diam20,cell_66,0.0442149098188269,0.04459500420517076,0.04459500420517076,myofibroblast cell,myofibroblast cell,myofibroblast cell,True,accepted_improved,0.0003800943863438641,0.0003800943863438641,150,20,2.0,152.0,329.0,479.0
worst25_patch150_diam20,cell_70,0.0759052157199364,0.07642743379374847,0.07642743379374847,fibroblast,fibroblast,fibroblast,True,accepted_improved,0.0005222180738120724,0.0005222180738120724,150,20,379.0,512.0,362.0,512.0
worst25_patch150_diam20,cell_71,0.0175995268969758,0.0175995268969758,0.0175995268969758,endothelial cell of artery,endothelial cell of artery,endothelial cell of artery,False,rejected_no_center_cell,0.0,0.0,150,20,0.0,77.0,353.0,503.0
worst25_patch150_diam20,cell_72,0.0165240914782142,0.001848452377251596,0.0165240914782142,endothelial cell of vascular tree,endothelial cell of vascular tree,endothelial cell of vascular tree,False,rejected_no_improvement,0.0,-0.014675639100962602,150,20,30.0,180.0,356.0,506.0
worst25_patch150_diam20,cell_75,0.0701086162270894,0.0701086162270894,0.0701086162270894,fibroblast,fibroblast,fibroblast,False,rejected_no_center_cell,0.0,0.0,150,20,192.0,342.0,391.0,512.0
worst25_patch150_diam20,cell_82,0.0353198236182543,0.0353198236182543,0.0353198236182543,endothelial cell of artery,endothelial cell of artery,endothelial cell of artery,False,rejected_no_center_cell,0.0,0.0,150,20,0.0,144.0,429.0,512.0
